ID_CONTRATO,DESCRIPCION,ACTIVIDAD,CALLE,NUMERO,ENTRE CALLES,COLONIA,LATITUD,LONGITUD,CONTRATO,RECURSOS DE PROYECTOS PARTICIPATIVO,ORIGEN DE LA INFORMACION ,FECHA DE INICIO,FECHA DE TERMINO,AVANCE,CARPETA ASFµLTICA M2,BOLARDOS PZ,REVO DE VELOCIDAD (REVO) PZ,BANQUETAS Y GUARNICIONES M2,LUMINARIAS PZ,IMPERMEABILIZACION M2,PINTURA M2,INSTALACION HIDRAULICA M,INSTALACION DE DRENAJE M,KIT DEJUEGOS EN PARQUES Y ESPACIOS PUBLICOS PZ,VEGETACION INSTALADA EN PARQUES Y ESPACIOS PUBLICOS,SISTEMA DE RIEGO EN PARQUES Y ESPACIOS PUBLICOS ,CENTROS Y ESPACIOS DEPORTIVOS,REHABILITACION DE ESCUELAS PUBLICAS,REHABILITACION DE CENDI,REHABILITACION DE TABLEROS ELECTRICOS EN MERCADOS PUBLICOS PZ,REHABILITACION_BOMBAS,REHABILITACION DE SISTEMA DE DRENAJE EN MERCADOS PUBLICOS M,REHABILITACION DE TECHUMBRE EN MERCADOS PUBLICOS M,ESTUDIOS TECNICOS,RESPONSABLE DE PROPORCIONAR LA INFORMACION 
32,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO, PLATON ,126,HOMERO EJERCITO NACIONAL ,POLANCO III SECCION ,19.43746,-99.20321,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2005,25/05/2004,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
33,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO, PLATON ,115,HOMERO EJERCITO NACIONAL ,POLANCO III SECCION ,19.43783,-99.20318,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2006,25/05/2005,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
34,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,SIN NUMERO,ESQUINA EJERCITO NACIONAL MEXICANO,POLANCO I SECCION ,19.43871,-99.21093,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2007,25/05/2006,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
35,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43841,-99.21077,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2008,25/05/2007,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
36,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43827,-99.21082,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2009,25/05/2008,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
37,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43829,-99.21083,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2010,25/05/2009,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
38,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43823,-99.21078,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2011,25/05/2010,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
39,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,115,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43808,-99.21083,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2012,25/05/2011,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
40,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,115,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43809,-99.21086,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2013,25/05/2012,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
41,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,123,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43795,-99.21082,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2014,25/05/2013,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
42,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,129,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43776,-99.21086,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2015,25/05/2014,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
43,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43866,-99.21092,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2016,25/05/2015,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
44,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,103,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43848,-99.21083,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2017,25/05/2016,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
45,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,129,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43768,-99.21083,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2018,25/05/2017,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
46,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,129,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43767,-99.21085,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2019,25/05/2018,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
47,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,137,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO I SECCION ,19.43757,-99.21083,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2020,25/05/2019,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
48,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,JOSE LUIS LAGRANGE,SIN NUMERO,ESQUINA CON HOMERO,POLANCO I SECCION ,19.43714,-99.21085,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2021,25/05/2020,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
49,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,HOMERO,SIN NUMERO,CRUCE CON BLAS PASCAL,POLANCO I SECCION ,19.43705,-99.21171,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2022,25/05/2021,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
50,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,128,SPENCER   TASSO,POLANCO V SECCION ,19.43227,-99.18251,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2023,25/05/2022,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
51,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,SPENCER,307,CALZADA MARINA  NACIONAL   EULER,POLANCO V SECCION ,19.43263,-99.18189,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2024,25/05/2023,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
52,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,145,SPENCER   TASSO,POLANCO V SECCION ,19.43253,-99.18298,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2025,25/05/2024,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
53,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,28,SPENCER   CALZADA MARIANO ESCOBEDO ,POLANCO V SECCION ,19.43189,-99.18202,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2026,25/05/2025,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
54,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,25,SPENCER   CALZADA MARIANO ESCOBEDO ,POLANCO V SECCION ,19.43186,-99.18197,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2027,25/05/2026,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
55,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,20,SPENCER   CALZADA MARIANO ESCOBEDO ,POLANCO V SECCION ,19.43172,-99.18161,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2028,25/05/2027,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
56,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,5,SPENCER   CALZADA MARIANO ESCOBEDO ,POLANCO V SECCION ,19.4318,-99.18184,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/2029,25/05/2028,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
57,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,119,SPENCER   CALZADA MARIANO ESCOBEDO ,POLANCO V SECCION ,19.4319,-99.18185,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/04/1930,25/05/2029,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
58,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,119,SPENCER   CALZADA MARIANO ESCOBEDO,POLANCO V SECCION ,19.43194,-99.18192,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/05/2001,25/05/1930,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
59,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,119,SPENCER   CALZADA MARIANO ESCOBEDO,POLANCO V SECCION ,19.43194,-99.18197,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/05/2002,25/05/1931,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
60,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,119,SPENCER   CALZADA MARIANO ESCOBEDO,POLANCO V SECCION ,19.43193,-99.18194,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/05/2003,25/06/2001,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
61,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EULER,29,SPENCER   CALZADA MARIANO ESCOBEDO,POLANCO V SECCION ,19.43204,-99.1822,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/05/2004,25/06/2002,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
62,REHABILITACION DE LA CARPETA ASFALTICA  BACHEO Y MAPEO  EN DIVERSAS COLONIAS UBICADAS DENTRO DEL  PERIMETRO DE LA  ALCALDIA MIGUEL HIDALGO I ,BACHEO,EMERSON,112,EJERCITO NACIONAL MEXICANO   HOMERO,POLANCO V SECCION ,19.43735,-99.18878,AMH-LPNO-006-25,NO,JUD DE SUPERVISI‡N DE OBRAS POR CONTRATO.,25/05/2005,25/06/2003,PROCESO DE EJECUCION ,-,NO APLICA,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO APLICA ,NO,SUBDIRECCION DE SUPERVISION Y CONTROL
